,From,To,Date
1029,7,1093,2006-11-02
1030,7,1094,2006-11-02
1031,7,1115,2006-11-02
1032,7,1117,2006-11-02
1033,7,1119,2006-11-02
1034,7,1120,2006-11-02
1035,7,1124,2006-11-02
1036,7,1130,2006-11-02
1037,7,1134,2006-11-02
1038,7,1138,2006-11-02
1039,7,1140,2006-11-02
1040,7,1145,2006-11-02
1041,7,1150,2006-11-02
1042,7,1157,2006-11-02
1043,7,1159,2006-11-02
1044,7,1161,2006-11-02
1045,7,1164,2006-11-02
1046,7,1172,2006-11-02
1047,7,1173,2006-11-02
1048,7,1174,2006-11-02
1049,7,1178,2006-11-02
1050,7,1184,2006-11-02
1051,7,1192,2006-11-02
1052,7,1194,2006-11-02
1053,7,1195,2006-11-02
1054,7,1198,2006-11-02
1055,7,1202,2006-11-02
1056,7,1216,2006-11-02
1057,7,1218,2006-11-02
1058,7,1220,2006-11-02
1059,7,1223,2006-11-02
1060,7,1226,2006-11-02
1061,7,1228,2006-11-02
1062,7,1229,2006-11-02
1063,7,1241,2006-11-02
1064,7,1242,2006-11-02
1065,7,1246,2006-11-02
1066,7,1255,2006-11-02
1067,7,1256,2006-11-02
1068,7,1265,2006-11-02
1069,7,1267,2006-11-02
1070,7,1272,2006-11-02
1071,7,1276,2006-11-02
1072,7,1279,2006-11-02
1073,7,1281,2006-11-02
1074,7,1283,2006-11-02
1075,7,1288,2006-11-02
1076,7,1295,2006-11-02
1077,7,1299,2006-11-02
1078,7,1303,2006-11-02
1079,7,1312,2006-11-02
1080,7,1317,2006-11-02
1081,7,1320,2006-11-02
1082,7,1331,2006-11-02
1083,7,1333,2006-11-02
1084,7,1342,2006-11-02
1085,7,1345,2006-11-02
1086,7,1354,2006-11-02
1087,7,1356,2006-11-02
1088,7,1385,2006-11-02
1089,7,1394,2006-11-02
1090,7,1395,2006-11-02
1091,7,1396,2006-11-02
1092,7,1404,2006-11-02
1093,7,1405,2006-11-02
1094,7,1408,2006-11-02
1095,7,1409,2006-11-02
1096,7,1410,2006-11-02
1097,7,1418,2006-11-02
1098,7,1425,2006-11-02
1099,7,1426,2006-11-02
1100,7,1427,2006-11-02
1101,7,1442,2006-11-02
1102,7,1444,2006-11-02
1103,7,1457,2006-11-02
1104,7,1460,2006-11-02
1105,7,1467,2006-11-02
1106,7,1468,2006-11-02
1107,7,1474,2006-11-02
1108,7,1476,2006-11-02
1109,7,1477,2006-11-02
1110,7,1488,2006-11-02
1111,7,1502,2006-11-02
1112,7,1510,2006-11-02
1113,7,1513,2006-11-02
1114,7,1514,2006-11-02
1115,7,1525,2006-11-02
1116,7,1527,2006-11-02
1117,7,1532,2006-11-02
1118,7,1536,2006-11-02
1119,7,1559,2006-11-02
1120,7,1566,2006-11-02
1121,7,1591,2006-11-02
1122,7,1595,2006-11-02
1123,7,1605,2006-11-02
1124,7,1612,2006-11-02
1125,7,1616,2006-11-02
1126,7,1634,2006-11-02
1127,7,1635,2006-11-02
1128,7,1637,2006-11-02
1129,7,1641,2006-11-02
1130,7,1648,2006-11-02
1131,7,1665,2006-11-02
1132,7,1667,2006-11-02
1133,7,1672,2006-11-02
1134,7,1674,2006-11-02
1135,7,1675,2006-11-02
1136,7,1677,2006-11-02
1137,7,1690,2006-11-02
1138,7,1691,2006-11-02
1139,7,1692,2006-11-02
1140,7,1694,2006-11-02
1141,7,1695,2006-11-02
1142,7,1703,2006-11-02
1143,7,1709,2006-11-02
1144,7,1713,2006-11-02
1145,7,1721,2006-11-02
1146,7,1722,2006-11-02
1147,7,1725,2006-11-02
1148,7,1734,2006-11-02
1149,7,1745,2006-11-02
1150,7,1769,2006-11-02
1151,7,1775,2006-11-02
1152,7,1808,2006-11-02
1153,7,1826,2006-11-02
1154,7,1868,2006-11-02
1155,7,1870,2006-11-02
1156,7,1893,2006-11-02
1157,7,1901,2006-11-02
1158,7,1910,2006-11-02
1159,7,1952,2006-11-02
1160,7,1986,2006-11-02
1161,7,2014,2006-11-02
1162,7,2024,2006-11-02
1163,7,2029,2006-11-02
1164,7,2037,2006-11-02
1165,7,2039,2006-11-02
1166,7,2042,2006-11-02
1167,7,2052,2006-11-02
1168,7,2054,2006-11-02
1169,7,2068,2006-11-02
1170,7,2079,2006-11-02
1171,7,2137,2006-11-02
1172,7,2161,2006-11-02
1173,7,2173,2006-11-02
1174,7,2214,2006-11-02
1175,7,2220,2006-11-02
1176,7,2236,2006-11-02
1177,7,2240,2006-11-02
1178,7,2247,2006-11-02
1179,7,2251,2006-11-02
1180,7,2260,2006-11-02
1181,7,2274,2006-11-02
1182,7,2289,2006-11-02
1183,7,2297,2006-11-02
1184,7,2299,2006-11-02
1185,7,2307,2006-11-02
1186,7,2341,2006-11-02
1187,7,2342,2006-11-02
1188,7,2364,2006-11-02
1189,7,2365,2006-11-02
1190,7,2370,2006-11-02
1191,7,2388,2006-11-02
1192,7,2392,2006-11-02
1193,7,2400,2006-11-02
1194,7,2402,2006-11-02
1195,7,2408,2006-11-02
1196,7,2414,2006-11-02
1197,7,2416,2006-11-02
1198,7,2418,2006-11-02
1199,7,2432,2006-11-02
1200,7,2433,2006-11-02
1201,7,2435,2006-11-02
1202,7,2436,2006-11-02
1203,7,2437,2006-11-02
1204,7,2458,2006-11-02
1205,7,2462,2006-11-02
1206,7,2466,2006-11-02
1207,7,2471,2006-11-02
1208,7,2485,2006-11-02
1209,7,2488,2006-11-02
1210,7,2508,2006-11-02
1211,7,2520,2006-11-02
1212,7,2541,2006-11-02
1213,7,2548,2006-11-02
1214,7,2551,2006-11-02
1215,7,2564,2006-11-02
1216,7,2596,2006-11-02
1217,7,2598,2006-11-02
1218,7,2623,2006-11-02
1219,7,2639,2006-11-02
1220,7,2640,2006-11-02
1221,7,2655,2006-11-02
1222,7,2657,2006-11-02
1223,7,2666,2006-11-02
1224,7,2693,2006-11-02
1225,7,2699,2006-11-02
1226,7,2738,2006-11-02
1227,7,2754,2006-11-02
1228,7,2765,2006-11-02
1229,7,2827,2006-11-02
1230,7,2864,2006-11-02
1231,7,2918,2006-11-02
1232,7,2985,2006-11-02
1233,7,3011,2006-11-02
1234,7,3041,2006-11-02
1235,7,3043,2006-11-02
1236,7,3059,2006-11-02
1237,7,3060,2006-11-02
1238,7,3086,2006-11-02
1239,7,3093,2006-11-02
1240,7,3096,2006-11-02
1241,7,3097,2006-11-02
1242,7,3117,2006-11-02
1243,7,3123,2006-11-02
1244,7,3126,2006-11-02
1245,7,3141,2006-11-02
1246,7,3147,2006-11-02
1247,7,3175,2006-11-02
1248,7,3177,2006-11-02
1249,7,3198,2006-11-02
1250,7,3221,2006-11-02
1251,7,3282,2006-11-02
1252,7,3294,2006-11-02
1253,7,3307,2006-11-02
1254,7,3311,2006-11-02
1255,7,3345,2006-11-02
1256,7,3355,2006-11-02
1257,7,3370,2006-11-02
1258,7,3374,2006-11-02
1259,7,3383,2006-11-02
1260,7,3393,2006-11-02
1261,7,3399,2006-11-02
1262,7,3408,2006-11-02
1263,7,3451,2006-11-02
1264,7,3489,2006-11-02
1265,7,3506,2006-11-02
1266,7,3511,2006-11-02
1267,7,3521,2006-11-02
1268,7,3528,2006-11-02
1269,7,3542,2006-11-02
1270,7,3551,2006-11-02
1271,7,3555,2006-11-02
1272,7,3564,2006-11-02
1273,7,3566,2006-11-02
1274,7,3568,2006-11-02
1275,7,3583,2006-11-02
1276,7,3584,2006-11-02
1277,7,3591,2006-11-02
1278,7,3595,2006-11-02
1279,7,3599,2006-11-02
1280,7,3612,2006-11-02
1281,7,3667,2006-11-02
1282,7,3675,2006-11-02
1283,7,3700,2006-11-02
1284,7,3731,2006-11-02
1285,7,3732,2006-11-02
1286,7,3766,2006-11-02
1287,7,3816,2006-11-02
1288,7,3848,2006-11-02
1289,7,4059,2006-11-02
1290,7,4061,2006-11-02
1291,7,4062,2006-11-02
1292,7,4064,2006-11-02
1293,7,4074,2006-11-02
1294,7,4084,2006-11-02
1295,7,4094,2006-11-02
1296,7,4106,2006-11-02
1297,7,4109,2006-11-02
1298,7,4125,2006-11-02
1299,7,4128,2006-11-02
1300,7,4131,2006-11-02
1301,7,4135,2006-11-02
1302,7,4144,2006-11-02
1303,7,4150,2006-11-02
1304,7,4158,2006-11-02
1305,7,4184,2006-11-02
1306,7,4185,2006-11-02
1307,7,4195,2006-11-02
1308,7,4201,2006-11-02
1309,7,4204,2006-11-02
1310,7,4215,2006-11-02
1311,7,4220,2006-11-02
1312,7,4237,2006-11-02
1313,7,4249,2006-11-02
1314,7,4250,2006-11-02
1315,7,4271,2006-11-02
1316,7,4282,2006-11-02
1317,7,4419,2006-11-02
1318,7,4552,2006-11-02
1319,7,4554,2006-11-02
1320,7,4573,2006-11-02
1321,7,4574,2006-11-02
1322,7,4594,2006-11-02
1323,7,4612,2006-11-02
1324,7,4613,2006-11-02
1325,7,4619,2006-11-02
1326,7,4644,2006-11-02
1327,7,4659,2006-11-02
1328,7,4663,2006-11-02
1329,7,4686,2006-11-02
1330,7,4696,2006-11-02
1331,7,4697,2006-11-02
1332,7,4732,2006-11-02
1333,7,4750,2006-11-02
1334,7,4767,2006-11-02
1335,7,4776,2006-11-02
1336,7,4816,2006-11-02
1337,7,4837,2006-11-02
1338,7,4855,2006-11-02
1339,7,4879,2006-11-02
1340,7,4881,2006-11-02
1341,7,4894,2006-11-02
1342,7,4901,2006-11-02
1343,7,4923,2006-11-02
1344,7,4941,2006-11-02
1345,7,4954,2006-11-02
1346,7,4965,2006-11-02
1347,7,5164,2006-11-02
1348,7,5186,2006-11-02
1349,7,5194,2006-11-02
1350,7,5209,2006-11-02
1351,7,5217,2006-11-02
1352,7,5219,2006-11-02
1353,7,5224,2006-11-02
1354,7,5235,2006-11-02
1355,7,5247,2006-11-02
1356,7,5251,2006-11-02
1357,7,5263,2006-11-02
1358,7,5265,2006-11-02
1359,7,5335,2006-11-02
1360,7,5344,2006-11-02
1361,7,5355,2006-11-02
1362,7,5386,2006-11-02
1363,7,5404,2006-11-02
1364,7,5422,2006-11-02
1365,7,5475,2006-11-02
1366,7,5480,2006-11-02
1367,7,5492,2006-11-02
1368,7,5525,2006-11-02
1369,7,5551,2006-11-02
1370,7,5600,2006-11-02
1371,7,5602,2006-11-02
1372,7,5612,2006-11-02
1373,7,5649,2006-11-02
1374,7,5819,2006-11-02
1375,7,6026,2006-11-02
1376,7,6095,2006-11-02
1377,7,6108,2006-11-02
1378,7,6145,2006-11-02
1379,7,6162,2006-11-02
1380,7,6167,2006-11-02
1381,7,6171,2006-11-02
1382,7,6197,2006-11-02
1383,7,6209,2006-11-02
1384,7,6315,2006-11-02
1385,7,6334,2006-11-02
1386,7,6335,2006-11-02
1387,7,6358,2006-11-02
1388,7,6361,2006-11-02
1389,7,6446,2006-11-02
1390,7,6497,2006-11-02
1391,7,6534,2006-11-02
1392,7,6754,2006-11-02
1393,7,6776,2006-11-02
1394,7,6779,2006-11-02
1395,7,6799,2006-11-02
1396,7,6822,2006-11-02
1397,7,6864,2006-11-02
1398,7,6902,2006-11-02
1399,7,6942,2006-11-02
1400,7,6957,2006-11-02
1401,7,6958,2006-11-02
1402,7,6970,2006-11-02
1403,7,7023,2006-11-02
1404,7,7047,2006-11-02
1405,7,7048,2006-11-02
1406,7,7130,2006-11-02
1407,7,7150,2006-11-02
1408,7,7173,2006-11-02
1409,7,7179,2006-11-02
1410,7,7233,2006-11-02
1411,7,7241,2006-11-02
1412,7,7304,2006-11-02
1413,7,7398,2006-11-02
1414,7,7400,2006-11-02
1415,7,7450,2006-11-02
1416,7,7453,2006-11-02
1417,7,7457,2006-11-02
1418,7,7579,2006-11-02
1419,7,7607,2006-11-02
1420,7,7626,2006-11-02
1421,7,7635,2006-11-02
1422,7,7652,2006-11-02
1423,7,7653,2006-11-02
1424,7,7679,2006-11-02
1425,7,7755,2006-11-02
1426,7,7762,2006-11-02
1427,7,7830,2006-11-02
1428,7,8001,2006-11-02
1429,7,8009,2006-11-02
1430,7,8014,2006-11-02
1431,7,8017,2006-11-02
1432,7,8035,2006-11-02
1433,7,8090,2006-11-02
1434,7,8211,2006-11-02
1435,7,8343,2006-11-02
1436,7,8390,2006-11-02
1437,7,8414,2006-11-02
1438,7,8563,2006-11-02
1439,7,8598,2006-11-02
1440,7,8626,2006-11-02
1441,7,8627,2006-11-02
1442,7,8629,2006-11-02
1443,7,8658,2006-11-02
1444,7,8707,2006-11-02
1445,7,8741,2006-11-02
1446,7,8907,2006-11-02
1447,7,8916,2006-11-02
1448,7,8926,2006-11-02
1449,7,9116,2006-11-02
1450,7,9123,2006-11-02
1451,7,9703,2006-11-02
1452,7,9747,2006-11-02
1453,7,9755,2006-11-02
1454,7,9760,2006-11-02
1455,7,9951,2006-11-02
1456,7,9959,2006-11-02
1457,7,9995,2006-11-02
1458,7,10002,2006-11-02
1459,7,10081,2006-11-02
1460,7,10092,2006-11-02
1461,7,10094,2006-11-02
1462,7,10100,2006-11-02
1463,7,10112,2006-11-02
1464,7,10116,2006-11-02
1465,7,10135,2006-11-02
1466,7,10140,2006-11-02
1467,7,10147,2006-11-02
1468,7,10156,2006-11-02
1469,7,10167,2006-11-02
1470,7,10170,2006-11-02
1471,7,10206,2006-11-02
1472,7,10222,2006-11-02
1473,7,10239,2006-11-02
1474,7,10280,2006-11-02
1475,7,10291,2006-11-02
1476,7,10320,2006-11-02
1477,7,10356,2006-11-02
1478,7,10361,2006-11-02
1479,7,10372,2006-11-02
1480,7,10378,2006-11-02
1481,7,10385,2006-11-02
1482,7,10389,2006-11-02
1483,7,10396,2006-11-02
1484,7,10398,2006-11-02
1485,7,10399,2006-11-02
1486,7,10404,2006-11-02
1487,7,10408,2006-11-02
1488,7,10421,2006-11-02
1489,7,10422,2006-11-02
1490,7,10423,2006-11-02
1491,7,10617,2006-11-02
1492,7,10638,2006-11-02
1493,7,10640,2006-11-02
1494,7,10667,2006-11-02
1495,7,10679,2006-11-02
1496,7,10847,2006-11-02
1497,7,10983,2006-11-02
1498,7,11021,2006-11-02
1499,7,11113,2006-11-02
1500,7,11119,2006-11-02
1501,7,11219,2006-11-02
1502,7,11423,2006-11-02
1503,7,11456,2006-11-02
1504,7,11642,2006-11-02
1505,7,11663,2006-11-02
1506,7,11747,2006-11-02
1507,7,11755,2006-11-02
1508,7,11774,2006-11-02
1509,7,11853,2006-11-02
1510,7,11934,2006-11-02
1511,7,11944,2006-11-02
1512,7,11966,2006-11-02
1513,7,11974,2006-11-02
1514,7,11976,2006-11-02
1515,7,12047,2006-11-02
1516,7,12308,2006-11-02
1517,7,12320,2006-11-02
1518,7,12338,2006-11-02
1519,7,12349,2006-11-02
1520,7,12392,2006-11-02
1521,7,12473,2006-11-02
1522,7,12506,2006-11-02
1523,7,12661,2006-11-02
1524,7,12705,2006-11-02
1525,7,12716,2006-11-02
1526,7,12778,2006-11-02
1527,7,12785,2006-11-02
1528,7,12868,2006-11-02
1529,7,12918,2006-11-02
1530,7,13015,2006-11-02
1531,7,13084,2006-11-02
1532,7,13107,2006-11-02
1533,7,13358,2006-11-02
1534,7,13364,2006-11-02
1535,7,13394,2006-11-02
1536,7,13406,2006-11-02
1537,7,13422,2006-11-02
1538,7,13423,2006-11-02
1539,7,13444,2006-11-02
1540,7,13446,2006-11-02
1541,7,13466,2006-11-02
1542,7,13957,2006-11-02
1543,7,14030,2006-11-02
1544,7,14411,2006-11-02
1545,7,14468,2006-11-02
1546,7,14506,2006-11-02
1547,7,14545,2006-11-02
1548,7,14626,2006-11-02
1549,7,14668,2006-11-02
1550,7,14714,2006-11-02
1551,7,14729,2006-11-02
1552,7,14761,2006-11-02
1553,7,14811,2006-11-02
1554,7,14841,2006-11-02
1555,7,14858,2006-11-02
1556,7,14886,2006-11-02
1557,7,14889,2006-11-02
1558,7,14895,2006-11-02
1559,7,14897,2006-11-02
1560,7,14918,2006-11-02
1561,7,14986,2006-11-02
1562,7,15000,2006-11-02
1563,7,15004,2006-11-02
1564,7,15022,2006-11-02
1565,7,15051,2006-11-02
1566,7,15052,2006-11-02
1567,7,15061,2006-11-02
1568,7,15128,2006-11-02
1569,7,15345,2006-11-02
1570,7,15374,2006-11-02
1571,7,15482,2006-11-02
1572,7,15518,2006-11-02
1573,7,15580,2006-11-02
1574,7,15788,2006-11-02
1575,7,15873,2006-11-02
1576,7,15913,2006-11-02
1577,7,15939,2006-11-02
1578,7,15985,2006-11-02
1579,7,16056,2006-11-02
1580,7,16069,2006-11-02
1581,7,16080,2006-11-02
1582,7,16109,2006-11-02
1583,7,16158,2006-11-02
1584,7,16165,2006-11-02
1585,7,16234,2006-11-02
1586,7,16518,2006-11-02
1587,7,16563,2006-11-02
1588,7,16681,2006-11-02
1589,7,16706,2006-11-02
1590,7,16819,2006-11-02
1591,7,16875,2006-11-02
1592,7,16914,2006-11-02
1593,7,16933,2006-11-02
1594,7,16989,2006-11-02
1595,7,17054,2006-11-02
1596,7,17056,2006-11-02
1597,7,17091,2006-11-02
1598,7,17099,2006-11-02
1599,7,17275,2006-11-02
1600,7,17288,2006-11-02
1601,7,17401,2006-11-02
1602,7,17508,2006-11-02
1603,7,17528,2006-11-02
1604,7,17570,2006-11-02
1605,7,17614,2006-11-02
1606,7,17621,2006-11-02
1607,7,17633,2006-11-02
1608,7,17664,2006-11-02
1609,7,17692,2006-11-02
1610,7,17987,2006-11-02
1611,7,18048,2006-11-02
1612,7,18096,2006-11-02
1613,7,18104,2006-11-02
1614,7,18462,2006-11-02
1615,7,18908,2006-11-02
1616,7,18920,2006-11-02
1617,7,18970,2006-11-02
1618,7,19159,2006-11-02
1619,7,19289,2006-11-02
1620,7,19531,2006-11-02
1621,7,19581,2006-11-02
1622,7,19662,2006-11-02
1623,7,19724,2006-11-02
1624,7,19918,2006-11-02
1625,7,19990,2006-11-02
1626,7,20032,2006-11-02
1627,7,20072,2006-11-02
1628,7,20090,2006-11-02
1629,7,20144,2006-11-02
1630,7,20246,2006-11-02
1631,7,20252,2006-11-02
1632,7,20298,2006-11-02
1633,7,20339,2006-11-02
1634,7,20736,2006-11-02
1635,7,20890,2006-11-02
1636,7,20921,2006-11-02
1637,7,21133,2006-11-02
1638,7,21197,2006-11-02
1639,7,21238,2006-11-02
1640,7,21285,2006-11-02
1641,7,21327,2006-11-02
1642,7,21356,2006-11-02
1643,7,21383,2006-11-02
1644,7,21429,2006-11-02
1645,7,21430,2006-11-02
1646,7,21511,2006-11-02
1647,7,22140,2006-11-02
1648,7,22166,2006-11-02
1649,7,22191,2006-11-02
1650,7,22726,2006-11-02
1651,7,23133,2006-11-02
1652,7,23175,2006-11-02
1653,7,23211,2006-11-02
1654,7,23351,2006-11-02
1655,7,23404,2006-11-02
1656,7,23629,2006-11-02
1657,7,23664,2006-11-02
1658,7,23665,2006-11-02
1659,7,23726,2006-11-02
1660,7,23745,2006-11-02
1661,7,23752,2006-11-02
1662,7,23832,2006-11-02
1663,7,24074,2006-11-02
1664,7,24096,2006-11-02
1665,7,24134,2006-11-02
1666,7,25342,2006-11-02
1667,7,25380,2006-11-02
1668,7,25426,2006-11-02
1669,7,25544,2006-11-02
1670,7,25566,2006-11-02
1671,7,25684,2006-11-02
1672,7,25790,2006-11-02
1673,7,25824,2006-11-02
1674,7,25980,2006-11-02
1675,7,26317,2006-11-02
1676,7,26887,2006-11-02
1677,7,26979,2006-11-02
1678,7,27232,2006-11-02
1679,7,27721,2006-11-02
1680,7,28447,2006-11-02
1681,7,28520,2006-11-02
1682,7,29834,2006-11-02
1683,7,29958,2006-11-02
1684,7,29986,2006-11-02
1685,7,30261,2006-11-02
1686,7,30296,2006-11-02
1687,7,30322,2006-11-02
1688,7,30354,2006-11-02
1689,7,30658,2006-11-02
1690,7,31060,2006-11-02
1691,7,31103,2006-11-02
1692,7,32649,2006-11-02
1693,7,33569,2006-11-02
1694,7,33868,2006-11-02
1695,7,34154,2006-11-02
1696,7,34200,2006-11-02
1697,7,34997,2006-11-02
1698,7,35093,2006-11-02
1699,7,35551,2006-11-02
1700,7,35559,2006-11-02
1701,7,35582,2006-11-02
1702,7,36274,2006-11-02
1703,7,36328,2006-11-02
1704,7,36947,2006-11-02
1705,7,37075,2006-11-02
1706,7,37086,2006-11-02
1707,7,37107,2006-11-02
1708,7,37137,2006-11-02
1709,7,37396,2006-11-02
1710,7,37608,2006-11-02
1711,7,37893,2006-11-02
1712,7,38640,2006-11-02
1713,7,38644,2006-11-02
1714,7,38645,2006-11-02
1715,7,38749,2006-11-02
1716,7,39702,2006-11-02
1717,7,39718,2006-11-02
1718,7,39955,2006-11-02
1719,7,40068,2006-11-02
1720,7,40423,2006-11-02
1721,7,40446,2006-11-02
1722,7,41349,2006-11-02
1723,7,41521,2006-11-02
1724,7,42063,2006-11-02
1725,7,43000,2006-11-02
1726,7,43601,2006-11-02
1727,7,43779,2006-11-02
1728,7,43884,2006-11-02
1729,7,44007,2006-11-02
1730,7,44033,2006-11-02
1731,7,44119,2006-11-02
1732,7,44699,2006-11-02
1733,7,44752,2006-11-02
1734,7,44759,2006-11-02
1735,7,45528,2006-11-02
1736,7,45919,2006-11-02
1737,7,45958,2006-11-02
1738,7,46250,2006-11-02
1739,7,46261,2006-11-02
1740,7,47006,2006-11-02
1741,7,47018,2006-11-02
1742,7,47459,2006-11-02
1743,7,47905,2006-11-02
1744,7,48730,2006-11-02
1745,7,49062,2006-11-02
1746,7,49077,2006-11-02
1747,7,49195,2006-11-02
1748,7,50392,2006-11-02
1749,7,50682,2006-11-02
1750,7,51296,2006-11-02
1751,7,52522,2006-11-02
1752,7,52795,2006-11-02
1753,7,54009,2006-11-02
1754,7,54390,2006-11-02
1755,7,54974,2006-11-02
1756,7,55928,2006-11-02
1757,7,56868,2006-11-02
1758,7,57334,2006-11-02
1759,7,58721,2006-11-02
1760,7,59470,2006-11-02
1761,7,59543,2006-11-02
1762,7,60761,2006-11-02
1763,7,60985,2006-11-02
1764,7,62371,2006-11-02
1765,7,62975,2006-11-02
1766,7,63101,2006-11-02
1767,7,64469,2006-11-02
1768,7,67422,2006-11-02
1769,7,68792,2006-11-02
1770,7,69180,2006-11-02
1771,7,69793,2006-11-02
1772,7,70325,2006-11-02
1773,7,71768,2006-11-02
1774,7,72023,2006-11-02
1775,7,72140,2006-11-02
1776,7,72441,2006-11-02
1777,7,72446,2006-11-02
1778,7,72458,2006-11-02
1779,7,73179,2006-11-02
1780,7,73181,2006-11-02
1781,7,77293,2006-11-02
1782,7,78297,2006-11-02
1783,7,78781,2006-11-02
1784,7,79019,2006-11-02
1785,7,80423,2006-11-02
1786,7,80727,2006-11-02
1787,7,81271,2006-11-02
1788,7,82188,2006-11-02
1789,7,91484,2006-11-02
1790,7,93106,2006-11-02
1791,7,96293,2006-11-02
1792,7,97131,2006-11-02
1793,7,98485,2006-11-02
1794,7,98513,2006-11-02
1795,7,99155,2006-11-02
1796,7,99898,2006-11-02
1797,7,101272,2006-11-02
1798,7,102045,2006-11-02
1799,7,102818,2006-11-02
1800,7,102822,2006-11-02
1801,7,104595,2006-11-02
1802,7,104813,2006-11-02
1803,7,107586,2006-11-02
1804,7,107753,2006-11-02
1805,7,109153,2006-11-02
1806,7,109598,2006-11-02
1807,7,112454,2006-11-02
1808,7,113443,2006-11-02
1809,7,114301,2006-11-02
1810,7,114317,2006-11-02
1811,7,115118,2006-11-02
1812,7,116702,2006-11-02
1813,7,117425,2006-11-02
1814,7,118443,2006-11-02
1815,7,128837,2006-11-02
1816,7,129019,2006-11-02
1817,7,135203,2006-11-02
1818,7,137020,2006-11-02
1819,7,143993,2006-11-02
1820,7,144042,2006-11-02
1821,7,144811,2006-11-02
1822,7,151424,2006-11-02
1823,7,157737,2006-11-02
1824,7,166215,2006-11-02
1825,7,175620,2006-11-02
1826,7,177424,2006-11-02
1827,7,177836,2006-11-02
1828,7,178140,2006-11-02
1829,7,178930,2006-11-02
1830,7,179916,2006-11-02
1831,7,182682,2006-11-02
1832,7,193839,2006-11-02
1833,7,196264,2006-11-02
1834,7,199948,2006-11-02
1835,7,200792,2006-11-02
1836,7,201309,2006-11-02
1837,7,227790,2006-11-02
1838,7,241291,2006-11-02
1839,7,253071,2006-11-02
1840,7,259982,2006-11-02
1841,7,260656,2006-11-02
1842,7,265281,2006-11-02
1843,7,272433,2006-11-02
1844,7,287467,2006-11-02
1845,7,318172,2006-11-02
1846,7,358886,2006-11-02
1847,7,374032,2006-11-02
1848,7,375555,2006-11-02
1849,7,377824,2006-11-02
1850,7,407137,2006-11-02
1851,7,416988,2006-11-02
1852,7,421796,2006-11-02
1853,7,451285,2006-11-02
1854,7,493030,2006-11-02
1855,7,518779,2006-11-02
1856,7,572771,2006-11-02
1857,7,577038,2006-11-02
1858,7,585429,2006-11-02
1859,7,626198,2006-11-02
1860,7,626446,2006-11-02
1861,7,626559,2006-11-02
1862,7,639933,2006-11-02
1863,7,639934,2006-11-02
1864,7,673250,2006-11-02
1865,7,721344,2006-11-02
1866,7,725968,2006-11-02
1867,7,728850,2006-11-02
1868,7,973914,2006-11-02
1869,7,975179,2006-11-02
1870,7,975864,2006-11-02
1871,7,975929,2006-11-02
1872,7,976500,2006-11-02
1873,7,979656,2006-11-02
1874,7,979727,2006-11-02
1875,7,979882,2006-11-02
1876,7,979948,2006-11-02
1877,7,984316,2006-11-02
1878,7,988812,2006-11-02
1879,7,989397,2006-11-02
1880,7,997782,2006-11-02
1881,7,1021544,2006-11-02
1882,7,1023543,2006-11-02
1883,7,1076366,2006-11-02
1884,7,1094947,2006-11-02
1885,7,1131036,2006-11-02
1886,7,1148715,2006-11-02
1887,7,1152459,2006-11-02
1888,7,1152522,2006-11-02
1889,7,1156265,2006-11-02
1890,7,1159948,2006-11-02
1891,7,1187450,2006-11-02
1892,7,1211046,2006-11-02
1893,7,1249061,2006-11-02
1894,7,1249854,2006-11-02
1895,7,1266517,2006-11-02
1896,7,1301484,2006-11-02
1897,7,1309484,2006-11-02
1898,7,1312985,2006-11-02
1899,7,1383037,2006-11-02
1900,7,1407412,2006-11-02
1901,7,1427547,2006-11-02
1902,7,1427548,2006-11-02
1903,8,662148,2006-11-02
1904,8,794106,2006-11-02
1905,8,820854,2006-11-02
1906,9,2,2006-11-02
1907,9,3,2006-11-02
1908,9,4,2006-11-02
1909,9,153356,2006-11-02
1910,9,153364,2006-11-02
1911,9,176624,2006-11-02
1912,9,295938,2006-11-02
1913,9,851720,2006-11-02
1914,9,1428464,2006-11-02
1915,10,3,2006-11-02
1916,10,313538,2006-11-02
1917,10,394932,2006-11-02
1918,10,394933,2006-11-02
1919,10,394934,2006-11-02
1920,10,1427355,2006-11-02
1921,10,1427357,2006-11-02
1922,10,1427359,2006-11-02
1923,10,1427362,2006-11-02
1924,10,1427364,2006-11-02
1925,10,1427366,2006-11-02
1926,10,1427367,2006-11-02
1927,10,1427369,2006-11-02
1928,11,16,2006-11-02
1929,11,18,2006-11-02
1930,11,23,2006-11-02
1931,11,49,2006-11-02
1932,11,55,2006-11-02
1933,11,68,2006-11-02
1934,11,73,2006-11-02
1935,11,96,2006-11-02
1936,11,109,2006-11-02
1937,11,110,2006-11-02
1938,11,118,2006-11-02
1939,11,167,2006-11-02
1940,11,218,2006-11-02
1941,11,222,2006-11-02
1942,11,246,2006-11-02
1943,11,255,2006-11-02
1944,11,295,2006-11-02
1945,11,298,2006-11-02
1946,11,300,2006-11-02
1947,11,321,2006-11-02
1948,11,337,2006-11-02
1949,11,351,2006-11-02
1950,11,361,2006-11-02
1951,11,395,2006-11-02
1952,11,399,2006-11-02
1953,11,407,2006-11-02
1954,11,423,2006-11-02
1955,11,426,2006-11-02
1956,11,438,2006-11-02
1957,11,454,2006-11-02
1958,11,457,2006-11-02
1959,11,460,2006-11-02
1960,11,468,2006-11-02
1961,11,469,2006-11-02
